segment,计数,count_std
道歉,129,1.66424078328
本月,129,1.66424078328
线路,129,1.66424078328
不动产,129,1.66424078328
备案,129,1.66424078328
污水,129,1.66424078328
这件,129,1.66424078328
配套,129,1.66424078328
集体,129,1.66424078328
胡耀邦,129,1.66424078328
运输,129,1.66424078328
排除,129,1.66424078328
经理,129,1.66424078328
难民,129,1.66424078328
受贿罪,129,1.66424078328
知名,129,1.66424078328
赵,128,1.64989937907
江西,128,1.64989937907
展示,128,1.64989937907
到达,128,1.64989937907
感染,128,1.64989937907
生,128,1.64989937907
更大,128,1.64989937907
累计,128,1.64989937907
简称,128,1.64989937907
请求,128,1.64989937907
救治,128,1.64989937907
国务卿,128,1.64989937907
地下,128,1.64989937907
不愿,128,1.64989937907
违法行为,128,1.64989937907
撤销,128,1.64989937907
保安,128,1.64989937907
当局,128,1.64989937907
刘春忠,128,1.64989937907
美联储,128,1.64989937907
手,127,1.63555797485
主管部门,127,1.63555797485
军演,127,1.63555797485
怀疑,127,1.63555797485
报销,127,1.63555797485
遏制,127,1.63555797485
多种,127,1.63555797485
中国政府,127,1.63555797485
高速,127,1.63555797485
教育部,127,1.63555797485
负担,127,1.63555797485
局面,127,1.63555797485
一块,126,1.62121657064
表演,126,1.62121657064
经纪,126,1.62121657064
民主,126,1.62121657064
利润,126,1.62121657064
申报,126,1.62121657064
认可,126,1.62121657064
市委书记,126,1.62121657064
本来,126,1.62121657064
寻求,126,1.62121657064
资质,126,1.62121657064
远,126,1.62121657064
管理局,126,1.62121657064
电商,126,1.62121657064
协商,126,1.62121657064
陷入,126,1.62121657064
电子,125,1.60687516643
受理,125,1.60687516643
图,125,1.60687516643
加成,125,1.60687516643
刑事,125,1.60687516643
苏银霞,125,1.60687516643
补充,125,1.60687516643
变得,125,1.60687516643
令人,125,1.60687516643
爆料,125,1.60687516643
时任,125,1.60687516643
贡献,125,1.60687516643
上市,125,1.60687516643
马英九,124,1.59253376221
财经,124,1.59253376221
票,124,1.59253376221
住院,124,1.59253376221
小孩,124,1.59253376221
大使,124,1.59253376221
朋友圈,124,1.59253376221
决策,124,1.59253376221
救助站,124,1.59253376221
宪法,124,1.59253376221
幸福,124,1.59253376221
外界,124,1.59253376221
一句,124,1.59253376221
景区,124,1.59253376221
少年,124,1.59253376221
出发,124,1.59253376221
纷纷,124,1.59253376221
强大,124,1.59253376221
加,123,1.578192358
试验,123,1.578192358
2005,123,1.578192358
费,123,1.578192358
公立医院,123,1.578192358
见义勇为,123,1.578192358
有限,123,1.578192358
国防,123,1.578192358
两位,123,1.578192358
暴力,123,1.578192358
农民,123,1.578192358
双,123,1.578192358
小组,123,1.578192358
起到,123,1.578192358
恐怖袭击,123,1.578192358
辛怡,122,1.56385095379
健全,122,1.56385095379
教学,122,1.56385095379
支持率,122,1.56385095379
影响力,122,1.56385095379
共识,122,1.56385095379
防卫,122,1.56385095379
ofo,122,1.56385095379
想法,122,1.56385095379
印象,122,1.56385095379
优质,122,1.56385095379
拆除,122,1.56385095379
药物,122,1.56385095379
制作,121,1.54950954957
联邦,121,1.54950954957
收购,121,1.54950954957
利息,121,1.54950954957
此案,121,1.54950954957
事务,121,1.54950954957
医务人员,121,1.54950954957
一处,121,1.54950954957
海洋,121,1.54950954957
上班,121,1.54950954957
一审,121,1.54950954957
三是,121,1.54950954957
共和党,121,1.54950954957
腐败,121,1.54950954957
社交,120,1.53516814536
提起,120,1.53516814536
笼池,120,1.53516814536
未成年人,120,1.53516814536
更换,120,1.53516814536
小麦,120,1.53516814536
足够,120,1.53516814536
多人,120,1.53516814536
指挥,120,1.53516814536
文明,120,1.53516814536
教育局,120,1.53516814536
人民大会堂,120,1.53516814536
南部,120,1.53516814536
万美元,120,1.53516814536
公投,120,1.53516814536
贵州,120,1.53516814536
维基,120,1.53516814536
阅读,120,1.53516814536
防范,119,1.52082674115
演讲,119,1.52082674115
发,119,1.52082674115
美军,119,1.52082674115
融合,119,1.52082674115
责令,119,1.52082674115
侮辱,119,1.52082674115
预约,119,1.52082674115
自治区,119,1.52082674115
3000,119,1.52082674115
会谈,119,1.52082674115
线索,119,1.52082674115
后续,118,1.50648533694
男性,118,1.50648533694
加工,118,1.50648533694
认贷,118,1.50648533694
监狱,118,1.50648533694
600,118,1.50648533694
成绩,118,1.50648533694
环保部,118,1.50648533694
股权,118,1.50648533694
信心,118,1.50648533694
党内,118,1.50648533694
原告,118,1.50648533694
尝试,118,1.50648533694
欺凌,118,1.50648533694
面前,118,1.50648533694
霾,118,1.50648533694
航班,118,1.50648533694
落地,118,1.50648533694
市区,117,1.49214393272
事后,117,1.49214393272
阻止,117,1.49214393272
描述,117,1.49214393272
许可证,117,1.49214393272
干预,117,1.49214393272
缺乏,117,1.49214393272
韩美,117,1.49214393272
纪律,117,1.49214393272
一段,117,1.49214393272
在野党,117,1.49214393272
约合,117,1.49214393272
董明珠,117,1.49214393272
濮阳县,117,1.49214393272
秩序,116,1.47780252851
交警,116,1.47780252851
详细,116,1.47780252851
倍,116,1.47780252851
顾问,116,1.47780252851
动力,116,1.47780252851
省份,116,1.47780252851
此类,116,1.47780252851
日期,116,1.47780252851
卫,116,1.47780252851
东京,116,1.47780252851
事项,116,1.47780252851
指责,116,1.47780252851
给出,116,1.47780252851
军方,115,1.4634611243
摩拜,115,1.4634611243
森友,115,1.4634611243
GDP,115,1.4634611243
华春莹,115,1.4634611243
安置,115,1.4634611243
受害者,115,1.4634611243
第十二届,115,1.4634611243
优秀,115,1.4634611243
高端,115,1.4634611243
雷洪建,115,1.4634611243
证书,115,1.4634611243
周友章,115,1.4634611243
总经理,115,1.4634611243
作案,115,1.4634611243
全世界,114,1.44911972008
首相,114,1.44911972008
2006,114,1.44911972008
衣服,114,1.44911972008
一件,114,1.44911972008
伤者,114,1.44911972008
商家,114,1.44911972008
概念,114,1.44911972008
提及,114,1.44911972008
诸多,114,1.44911972008
5000,114,1.44911972008
财政部,114,1.44911972008
火箭,114,1.44911972008
分开,114,1.44911972008
保留,113,1.43477831587
服务费,113,1.43477831587
接,113,1.43477831587
路透社,113,1.43477831587
倒,113,1.43477831587
停,113,1.43477831587
丑闻,113,1.43477831587
房间,113,1.43477831587
场所,113,1.43477831587
新加坡,113,1.43477831587
合肥,113,1.43477831587
授权,113,1.43477831587
永远,113,1.43477831587
旗下,113,1.43477831587
高级,113,1.43477831587
纠纷,112,1.42043691166
三星,112,1.42043691166
一段时间,112,1.42043691166
妇女,112,1.42043691166
京津冀,112,1.42043691166
养殖,112,1.42043691166
临床,112,1.42043691166
餐厅,112,1.42043691166
型,112,1.42043691166
单独,112,1.42043691166
彩票,112,1.42043691166
顺利,112,1.42043691166
之下,112,1.42043691166
自称,112,1.42043691166
开启,112,1.42043691166
辞职,112,1.42043691166
队伍,112,1.42043691166
编辑,112,1.42043691166
